0.00089056,	0.000035,	0.00000000000000248868778281, 
0.000910033,	0.0,		0.00000000000000003871292107, 
0.0009178,	0.0012,		0.00000000000000331825037707, 
0.0009292,	0.0022,		0.00000000000008019105077929, 
0.0009448,	0.0042,		0.00000000000006887883358472, 
0.00100948,	0.0098,		0.00000000000026445449974862, 
0.001009813,	0.0068,		0.00000000000095399698340875, 
0.001236027,	0.0202,		0.00000000001885017596782300, 
0.001586333,	0.0047,		0.00000000005430970336852690, 
0.001964127,	0.0001,		0.00000000031043187531422800, 
0.002515973,	0.0022,		0.00000000055075515334338900, 
0.003514053,	0.001258,	0.00000000115963700351936000, 
0.0081462,	0.0288,		0.00000006763197586727000000, 
0.0237388,	0.028613,	0.00000000090781045751634000, 
